dateSold,propertyType,lotAreaValue,address,zestimate,imgSrc,price,detailUrl,bedrooms,contingentListingType,longitude,latitude,listingStatus,zpid,rentZestimate,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,built_year,variableData.text,variableData.type,listingSubType.is_FSBA,unit,variableData,listingSubType.is_forAuction,listingSubType.is_openHouse,listingSubType.is_bankOwned,zip,city,year
1711522800000,TOWNHOUSE,853.0,"67 Bentwood Ln, Aliso Viejo, CA 92656",743900.0,https://photos.zillowstatic.com/fp/8aecc5ef927fc368c7e0cd197acb46f7-p_e.jpg,740000,/homedetails/67-Bentwood-Ln-Aliso-Viejo-CA-92656/25550800_zpid/,3,,-117.70938,33.57261,RECENTLY_SOLD,25550800,3694,18,2.0,1174,USA,USD,sqft,True,1980s,Sold 03/27/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1711522800000,CONDO,,"67 Via Abruzzi, Aliso Viejo, CA 92656",754000.0,https://photos.zillowstatic.com/fp/15010f578cf6c1adc438682891b96648-p_e.jpg,750000,/homedetails/67-Via-Abruzzi-Aliso-Viejo-CA-92656/25710396_zpid/,2,,-117.72195,33.596897,RECENTLY_SOLD,25710396,3394,18,2.0,1162,USA,USD,,True,1980s,Sold 03/27/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1711436400000,TOWNHOUSE,2605.0,"18 Sandpiper Ln, Aliso Viejo, CA 92656",714900.0,https://photos.zillowstatic.com/fp/d1ea2f99e65e3c9850818834e4fbeec6-p_e.jpg,710000,/homedetails/18-Sandpiper-Ln-Aliso-Viejo-CA-92656/25745677_zpid/,2,,-117.745384,33.59874,RECENTLY_SOLD,25745677,3198,19,3.0,1064,USA,USD,sqft,True,1980s,Sold 03/26/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1710745200000,CONDO,,"16 Wildwood, Aliso Viejo, CA 92656",866600.0,https://photos.zillowstatic.com/fp/734e43c27b398a4c6cb1a2dd3bcb351e-p_e.jpg,857000,/homedetails/16-Wildwood-Aliso-Viejo-CA-92656/25763400_zpid/,2,,-117.720314,33.590767,RECENTLY_SOLD,25763400,2536,27,3.0,1302,USA,USD,,True,1980s,Sold 03/18/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1708675200000,TOWNHOUSE,,"65 Sandalwood #105, Aliso Viejo, CA 92656",900200.0,https://photos.zillowstatic.com/fp/5aa5e2712d1503e293c132538aeed676-p_e.jpg,880000,/homedetails/65-Sandalwood-105-Aliso-Viejo-CA-92656/25761645_zpid/,3,,-117.718796,33.59059,RECENTLY_SOLD,25761645,3951,51,3.0,1352,USA,USD,,True,1980s,Sold 02/23/2024,RECENTLY_SOLD,,# 105,,,,,92656,Aliso Viejo,2024
1708675200000,TOWNHOUSE,,"86 Willowood #36, Aliso Viejo, CA 92656",920700.0,https://photos.zillowstatic.com/fp/fbbfbfa725274d501337849e9f711aab-p_e.jpg,900000,/homedetails/86-Willowood-36-Aliso-Viejo-CA-92656/25774647_zpid/,2,,-117.707535,33.578705,RECENTLY_SOLD,25774647,2707,51,3.0,1277,USA,USD,,True,1980s,Sold 02/23/2024,RECENTLY_SOLD,,# 36,,,,,92656,Aliso Viejo,2024
1708588800000,CONDO,,"4 Stoneglen #75, Aliso Viejo, CA 92656",680600.0,https://photos.zillowstatic.com/fp/4f2081885f3445dd46ae1c7e5a86d4ce-p_e.jpg,665000,/homedetails/4-Stoneglen-75-Aliso-Viejo-CA-92656/25763330_zpid/,2,,-117.72081,33.59103,RECENTLY_SOLD,25763330,2001,52,2.0,934,USA,USD,,True,1980s,Sold 02/22/2024,RECENTLY_SOLD,,# 75,,,,,92656,Aliso Viejo,2024
1708502400000,SINGLE_FAMILY,3000.0,"30 Songbird Ln, Aliso Viejo, CA 92656",1228900.0,https://photos.zillowstatic.com/fp/a82e96bc8d756502fce7a6a0db5171a1-p_e.jpg,1200000,/homedetails/30-Songbird-Ln-Aliso-Viejo-CA-92656/25543050_zpid/,4,,-117.74767,33.594765,RECENTLY_SOLD,25543050,4513,53,3.0,1546,USA,USD,sqft,True,1980s,Sold 02/21/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1707897600000,CONDO,,"11 Elmbrook #55, Aliso Viejo, CA 92656",709700.0,https://photos.zillowstatic.com/fp/d93dc696270db5ed7cbf7c11c4bb47c1-p_e.jpg,690500,/homedetails/11-Elmbrook-55-Aliso-Viejo-CA-92656/25763310_zpid/,2,,-117.72086,33.592037,RECENTLY_SOLD,25763310,2084,60,2.0,1129,USA,USD,,True,1980s,Sold 02/14/2024,RECENTLY_SOLD,,# 55,,,,,92656,Aliso Viejo,2024
1707379200000,TOWNHOUSE,2600.0,"35 Pappagallo Poin, Aliso Viejo, CA 92656",943500.0,https://photos.zillowstatic.com/fp/dff9bd1660e02393a7479bad9ee65b2f-p_e.jpg,915000,/homedetails/35-Pappagallo-Poin-Aliso-Viejo-CA-92656/25710975_zpid/,3,,-117.7211,33.58577,RECENTLY_SOLD,25710975,4099,66,3.0,1568,USA,USD,sqft,True,1980s,Sold 02/08/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1707379200000,TOWNHOUSE,2618.0,"35 Pappagallo Poin, Aliso Viejo, CA 92656",943500.0,https://photos.zillowstatic.com/fp/648fc73ae40b849473b4a363251eff98-p_e.jpg,915000,/homedetails/35-Pappagallo-Poin-Aliso-Viejo-CA-92656/2069355074_zpid/,3,,-117.72085,33.586067,RECENTLY_SOLD,2069355074,4099,66,3.0,1568,USA,USD,sqft,True,1980s,Sold 02/08/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1706256000000,CONDO,,"15 Briarwood Ln #64, Aliso Viejo, CA 92656",712900.0,https://photos.zillowstatic.com/fp/a99c29950285bbf73887b8a2624892c5-p_e.jpg,685000,/homedetails/15-Briarwood-Ln-64-Aliso-Viejo-CA-92656/25773115_zpid/,3,,-117.711044,33.572746,RECENTLY_SOLD,25773115,2086,79,2.0,1156,USA,USD,,True,1980s,Sold 01/26/2024,RECENTLY_SOLD,,# 64,,,,,92656,Aliso Viejo,2024
1706169600000,TOWNHOUSE,3759.0,"37 Sandalwood #91, Aliso Viejo, CA 92656",846000.0,https://photos.zillowstatic.com/fp/8b1391ce1a4b14645179c587acb1f152-p_e.jpg,863000,/homedetails/37-Sandalwood-91-Aliso-Viejo-CA-92656/25761631_zpid/,3,,-117.719986,33.591064,RECENTLY_SOLD,25761631,3944,80,3.0,1352,USA,USD,sqft,True,1980s,Sold 01/25/2024,RECENTLY_SOLD,,# 91,,,,,92656,Aliso Viejo,2024
1705478400000,SINGLE_FAMILY,4390.0,"13 Heatherwood, Aliso Viejo, CA 92656",1462500.0,https://photos.zillowstatic.com/fp/30ce1b95bea58b3801c1ed561d5225de-p_e.jpg,1400000,/homedetails/13-Heatherwood-Aliso-Viejo-CA-92656/25544649_zpid/,3,,-117.735,33.593662,RECENTLY_SOLD,25544649,4950,88,3.0,2127,USA,USD,sqft,True,1980s,Sold 01/17/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1704355200000,CONDO,,"4 Titian, Aliso Viejo, CA 92656",1034600.0,https://photos.zillowstatic.com/fp/1147b7fc36cb8783dae6f26e131b9785-p_e.jpg,985000,/homedetails/4-Titian-Aliso-Viejo-CA-92656/25710138_zpid/,3,,-117.71901,33.599144,RECENTLY_SOLD,25710138,4340,101,3.0,1640,USA,USD,,True,1980s,Sold 01/04/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1704355200000,CONDO,,"11 Briarwood Ln #63, Aliso Viejo, CA 92656",740500.0,https://photos.zillowstatic.com/fp/f2ae76de97bb00eb42c3b24fe0af6bbb-p_e.jpg,705000,/homedetails/11-Briarwood-Ln-63-Aliso-Viejo-CA-92656/25773114_zpid/,3,,-117.71092,33.572952,RECENTLY_SOLD,25773114,2144,101,2.0,1156,USA,USD,,True,1980s,Sold 01/04/2024,RECENTLY_SOLD,,# 63,,,,,92656,Aliso Viejo,2024
1702368000000,SINGLE_FAMILY,4000.0,"13 Spicewood, Aliso Viejo, CA 92656",1161400.0,https://photos.zillowstatic.com/fp/3cd8c5f68b4e8f671cf705dd3653f2d9-p_e.jpg,1100000,/homedetails/13-Spicewood-Aliso-Viejo-CA-92656/25542782_zpid/,3,,-117.717636,33.594345,RECENTLY_SOLD,25542782,4500,124,3.0,1781,USA,USD,sqft,True,1980s,Sold 12/12/2023,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2023
1701331200000,SINGLE_FAMILY,4250.0,"28 King Eider Ln, Aliso Viejo, CA 92656",1474800.0,https://photos.zillowstatic.com/fp/547d17616a7766ae05e21f4e30707d47-p_e.jpg,1389000,/homedetails/28-King-Eider-Ln-Aliso-Viejo-CA-92656/25543994_zpid/,3,,-117.74204,33.59886,RECENTLY_SOLD,25543994,4800,136,3.0,1939,USA,USD,sqft,True,1980s,Sold 11/30/2023,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2023
1701331200000,CONDO,,"52 Sandalwood #109, Aliso Viejo, CA 92656",1083000.0,https://photos.zillowstatic.com/fp/d19a6148bc2d1dae0de24596c72ffaf0-p_e.jpg,1020000,/homedetails/52-Sandalwood-109-Aliso-Viejo-CA-92656/25761649_zpid/,3,,-117.719315,33.590866,RECENTLY_SOLD,25761649,3969,136,3.0,1367,USA,USD,,True,1980s,Sold 11/30/2023,RECENTLY_SOLD,,# 109,,,,,92656,Aliso Viejo,2023
1701244800000,CONDO,,"7 Headland Pl, Aliso Viejo, CA 92656",817700.0,https://photos.zillowstatic.com/fp/9d3676e871ac301b5bf64d3a58b88358-p_e.jpg,770000,/homedetails/7-Headland-Pl-Aliso-Viejo-CA-92656/25667213_zpid/,2,,-117.72114,33.567688,RECENTLY_SOLD,25667213,3620,137,3.0,1362,USA,USD,,True,1980s,Sold 11/29/2023,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2023
1700640000000,SINGLE_FAMILY,4000.0,"3 Dry Creek Ln, Laguna Hills, CA 92653",978700.0,https://photos.zillowstatic.com/fp/2edb75e8bc74a2e2c71e3e13a1c75283-p_e.jpg,920000,/homedetails/3-Dry-Creek-Ln-Laguna-Hills-CA-92653/25546453_zpid/,3,,-117.71555,33.597122,RECENTLY_SOLD,25546453,4600,144,3.0,1769,USA,USD,sqft,True,1980s,Sold 11/22/2023,RECENTLY_SOLD,,,,,,,92653,Laguna Hills,2023
1699862400000,CONDO,,"21 Titian, Aliso Viejo, CA 92656",1172200.0,https://photos.zillowstatic.com/fp/cd3a0e8b57b09fa65b17caa8c6cfc08a-p_e.jpg,1100000,/homedetails/21-Titian-Aliso-Viejo-CA-92656/25710140_zpid/,3,,-117.71904,33.598892,RECENTLY_SOLD,25710140,4800,153,3.0,1877,USA,USD,,True,1980s,Sold 11/13/2023,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2023
1699862400000,CONDO,,"18 Coventry Ln #265, Aliso Viejo, CA 92656",655400.0,https://photos.zillowstatic.com/fp/b5b67b062fd89cb04ef0071949aef47e-p_e.jpg,615000,/homedetails/18-Coventry-Ln-265-Aliso-Viejo-CA-92656/25774457_zpid/,2,,-117.7099,33.56988,RECENTLY_SOLD,25774457,1917,153,2.0,1022,USA,USD,,True,1980s,Sold 11/13/2023,RECENTLY_SOLD,,# 265,,,,,92656,Aliso Viejo,2023
1699257600000,CONDO,,"49 Briarwood Ln #79, Aliso Viejo, CA 92656",707800.0,https://photos.zillowstatic.com/fp/15658aaac2724fa745afbe103a7949d7-p_e.jpg,665000,/homedetails/49-Briarwood-Ln-79-Aliso-Viejo-CA-92656/25773130_zpid/,3,,-117.71063,33.57282,RECENTLY_SOLD,25773130,2078,160,2.0,1156,USA,USD,,True,1980s,Sold 11/06/2023,RECENTLY_SOLD,,# 79,,,,,92656,Aliso Viejo,2023
1698303600000,CONDO,2391.0,"188 Cinnamon Teal, Aliso Viejo, CA 92656",649600.0,https://photos.zillowstatic.com/fp/ed7a08fd43683d7e9a889b44ead6d5f7-p_e.jpg,609000,/homedetails/188-Cinnamon-Teal-Aliso-Viejo-CA-92656/25745930_zpid/,2,,-117.745415,33.600594,RECENTLY_SOLD,25745930,2850,171,2.0,942,USA,USD,sqft,True,1980s,Sold 10/26/2023,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2023
1697785200000,CONDO,,"50 Donatello, Aliso Viejo, CA 92656",859500.0,https://photos.zillowstatic.com/fp/e0b7a618a44789435550ecd234c511d3-p_e.jpg,805000,/homedetails/50-Donatello-Aliso-Viejo-CA-92656/25710161_zpid/,2,,-117.720695,33.59628,RECENTLY_SOLD,25710161,3800,177,3.0,1467,USA,USD,,True,1980s,Sold 10/20/2023,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2023
1712905200000,SINGLE_FAMILY,6500.0,"56 Elderwood, Aliso Viejo, CA 92656",1708500.0,https://photos.zillowstatic.com/fp/5cdb8a0b5e024449e5ab17da47a1eaeb-p_e.jpg,1755000,/homedetails/56-Elderwood-Aliso-Viejo-CA-92656/25548977_zpid/,4,,-117.74056,33.578514,RECENTLY_SOLD,25548977,5498,2,3.0,2100,USA,USD,sqft,True,1990s,Sold 04/12/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1712732400000,SINGLE_FAMILY,3809.0,"61 Plateau, Aliso Viejo, CA 92656",1416000.0,https://photos.zillowstatic.com/fp/e7df05091c7ff76ca3323007bd7d71a4-p_e.jpg,1429500,/homedetails/61-Plateau-Aliso-Viejo-CA-92656/25549812_zpid/,4,,-117.73319,33.573578,RECENTLY_SOLD,25549812,4900,4,3.0,1933,USA,USD,sqft,True,1990s,Sold 04/10/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1712732400000,CONDO,,"29 Willow Wind, Aliso Viejo, CA 92656",,https://photos.zillowstatic.com/fp/85784d2ff210dc2402b5b05e18a80429-p_e.jpg,962000,/homedetails/29-Willow-Wind-Aliso-Viejo-CA-92656/25762274_zpid/,3,,-117.721825,33.583687,RECENTLY_SOLD,25762274,2691,4,3.0,1499,USA,USD,,True,1990s,Sold 04/10/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1712646000000,CONDO,,"8 Los Palos, Aliso Viejo, CA 92656",1225700.0,https://photos.zillowstatic.com/fp/f808213798aeea5c0b1369b0fb22b4f4-p_e.jpg,1225000,/homedetails/8-Los-Palos-Aliso-Viejo-CA-92656/25675717_zpid/,3,,-117.72174,33.55541,RECENTLY_SOLD,25675717,3292,5,3.0,1984,USA,USD,,True,1990s,Sold 04/09/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1712646000000,CONDO,,"11 Windgate, Aliso Viejo, CA 92656",855500.0,https://photos.zillowstatic.com/fp/ac87a5f8310d1e103f9fbe9362f4be3f-p_e.jpg,855000,/homedetails/11-Windgate-Aliso-Viejo-CA-92656/25762260_zpid/,2,,-117.720795,33.583454,RECENTLY_SOLD,25762260,2427,5,3.0,1291,USA,USD,,True,1990s,Sold 04/09/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1712300400000,SINGLE_FAMILY,4005.0,"28 Deerwood, Aliso Viejo, CA 92656",1561800.0,https://photos.zillowstatic.com/fp/592888076411ec8661fd25550b5593f0-p_e.jpg,1561000,/homedetails/28-Deerwood-Aliso-Viejo-CA-92656/25548551_zpid/,4,,-117.739494,33.584824,RECENTLY_SOLD,25548551,5058,9,3.0,2106,USA,USD,sqft,True,1990s,Sold 04/05/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1712300400000,SINGLE_FAMILY,4408.0,"3 Bottlebrush, Aliso Viejo, CA 92656",1550800.0,https://photos.zillowstatic.com/fp/cb4aae0a04878c00372b86992f714337-p_e.jpg,1550000,/homedetails/3-Bottlebrush-Aliso-Viejo-CA-92656/25549147_zpid/,4,,-117.74651,33.58544,RECENTLY_SOLD,25549147,5269,9,3.0,2114,USA,USD,sqft,True,1990s,Sold 04/05/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1712300400000,TOWNHOUSE,1000.0,"2 Pamplona, Aliso Viejo, CA 92656",1006600.0,https://photos.zillowstatic.com/fp/917b81cee447669f3e76fb0caf716c25-p_e.jpg,1005000,/homedetails/2-Pamplona-Aliso-Viejo-CA-92656/25664404_zpid/,3,,-117.72298,33.56321,RECENTLY_SOLD,25664404,4300,9,3.0,1700,USA,USD,sqft,True,1990s,Sold 04/05/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1712300400000,CONDO,,"77 Carlsbad Ln, Aliso Viejo, CA 92656",681100.0,https://photos.zillowstatic.com/fp/01a0ecb6ef3d4b236a5c28e5f6d5e7f8-p_e.jpg,680000,/homedetails/77-Carlsbad-Ln-Aliso-Viejo-CA-92656/25745223_zpid/,2,,-117.73706,33.581383,RECENTLY_SOLD,25745223,1975,9,2.0,918,USA,USD,,True,1990s,Sold 04/05/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1712214000000,CONDO,,"54 Meadowood, Aliso Viejo, CA 92656",981000.0,https://photos.zillowstatic.com/fp/f6416e4b6b31bf1f07c21ecab70576e0-p_e.jpg,980000,/homedetails/54-Meadowood-Aliso-Viejo-CA-92656/25666541_zpid/,3,,-117.71574,33.591564,RECENTLY_SOLD,25666541,3849,10,3.0,1306,USA,USD,,True,1990s,Sold 04/04/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1712041200000,SINGLE_FAMILY,4477.0,"12 Sugar Gum, Aliso Viejo, CA 92656",1658500.0,https://photos.zillowstatic.com/fp/189cad4c4675b5f142bc59f8d2a00482-p_e.jpg,1655000,/homedetails/12-Sugar-Gum-Aliso-Viejo-CA-92656/25549637_zpid/,4,,-117.74798,33.584213,RECENTLY_SOLD,25549637,5800,12,3.0,2525,USA,USD,sqft,True,1990s,Sold 04/02/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1711954800000,SINGLE_FAMILY,1800.0,"5 Gandolfo, Aliso Viejo, CA 92656",1463900.0,https://photos.zillowstatic.com/fp/cb2b33511f9551c076646a6a17f67167-p_e.jpg,1460000,/homedetails/5-Gandolfo-Aliso-Viejo-CA-92656/25675662_zpid/,4,,-117.72694,33.551197,RECENTLY_SOLD,25675662,5411,13,3.0,2043,USA,USD,sqft,True,1990s,Sold 04/01/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1711695600000,CONDO,,"2 Fuchsia, Aliso Viejo, CA 92656",768300.0,https://photos.zillowstatic.com/fp/727f78b0ebb55f1f3f1ae2558b34f917-p_e.jpg,765000,/homedetails/2-Fuchsia-Aliso-Viejo-CA-92656/25664773_zpid/,2,,-117.72186,33.57437,RECENTLY_SOLD,25664773,3200,16,2.0,1063,USA,USD,,True,1990s,Sold 03/29/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1711695600000,TOWNHOUSE,3184.0,"13 Softwind, Aliso Viejo, CA 92656",863700.0,https://photos.zillowstatic.com/fp/61b11d76436bdf272b90b0da96b2eecc-p_e.jpg,860000,/homedetails/13-Softwind-Aliso-Viejo-CA-92656/25762060_zpid/,3,,-117.72056,33.583115,RECENTLY_SOLD,25762060,3979,16,3.0,1389,USA,USD,sqft,True,1990s,Sold 03/29/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1711695600000,CONDO,4250.0,"41 Hawaii Dr, Aliso Viejo, CA 92656",1205100.0,https://photos.zillowstatic.com/fp/2fb0fb947c180a94cda6344d0f4fffa6-p_e.jpg,1200000,/homedetails/41-Hawaii-Dr-Aliso-Viejo-CA-92656/25773599_zpid/,3,,-117.719894,33.56992,RECENTLY_SOLD,25773599,4200,16,3.0,1614,USA,USD,sqft,True,1990s,Sold 03/29/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1711436400000,CONDO,,"15 Wellington Pl, Aliso Viejo, CA 92656",1483600.0,https://photos.zillowstatic.com/fp/2fc3f7c405472b60f3d9af86611e4314-p_e.jpg,1475000,/homedetails/15-Wellington-Pl-Aliso-Viejo-CA-92656/25742463_zpid/,4,,-117.73258,33.562843,RECENTLY_SOLD,25742463,4349,19,3.0,1978,USA,USD,,True,1990s,Sold 03/26/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1711350000000,CONDO,,"125 Sandpiper Ln, Aliso Viejo, CA 92656",685100.0,https://photos.zillowstatic.com/fp/abdadfa8a1dc778bcd65c4e3bbc36a45-p_e.jpg,680000,/homedetails/125-Sandpiper-Ln-Aliso-Viejo-CA-92656/25745765_zpid/,2,,-117.74379,33.59925,RECENTLY_SOLD,25745765,2984,20,3.0,1064,USA,USD,,True,1990s,,,,,,,,,92656,Aliso Viejo,2024
1711004400000,CONDO,,"78 Verdin Ln, Aliso Viejo, CA 92656",738200.0,https://photos.zillowstatic.com/fp/361b90271cf80ccf4779028a7411bbcc-p_e.jpg,740000,/homedetails/78-Verdin-Ln-Aliso-Viejo-CA-92656/25763443_zpid/,2,,-117.7321,33.598194,RECENTLY_SOLD,25763443,3200,24,3.0,1125,USA,USD,,True,1990s,Sold 03/21/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
1710918000000,SINGLE_FAMILY,6824.0,"61 Mallorn Dr, Aliso Viejo, CA 92656",1220900.0,https://photos.zillowstatic.com/fp/38f9815d5b2816383d20f529b35421b2-p_e.jpg,1210000,/homedetails/61-Mallorn-Dr-Aliso-Viejo-CA-92656/25550138_zpid/,3,,-117.73453,33.566055,RECENTLY_SOLD,25550138,3999,25,3.0,1242,USA,USD,sqft,True,1990s,Sold 03/20/2024,RECENTLY_SOLD,,,,,,,92656,Aliso Viejo,2024
