dateSold,propertyType,lotAreaValue,address,zestimate,imgSrc,price,detailUrl,bedrooms,contingentListingType,longitude,latitude,listingStatus,zpid,rentZestimate,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,built_year,variableData.text,variableData.type,listingSubType.is_FSBA,unit,variableData,listingSubType.is_forAuction,listingSubType.is_openHouse,listingSubType.is_bankOwned
1684134000000,SINGLE_FAMILY,1000.0,"23355 Via San Miguel, Aliso Viejo, CA 92656",723900.0,https://photos.zillowstatic.com/fp/7f76a1741c13105eb94449210b4cc3f4-p_e.jpg,650000,/homedetails/23355-Via-San-Miguel-Aliso-Viejo-CA-92656/25542109_zpid/,3,,-117.72193,33.60442,RECENTLY_SOLD,25542109,3694,335,2.0,1240,USA,USD,sqft,True,1970s,Sold 05/15/2023,RECENTLY_SOLD,,,,,,
1684134000000,TOWNHOUSE,2351.0,"23575 Los Adornos, Aliso Viejo, CA 92656",726100.0,https://photos.zillowstatic.com/fp/d18868a81c4fbd255c62cd08bf6aa4ce-p_e.jpg,652000,/homedetails/23575-Los-Adornos-Aliso-Viejo-CA-92656/25542446_zpid/,3,,-117.71892,33.60211,RECENTLY_SOLD,25542446,3800,335,2.0,1240,USA,USD,sqft,True,1970s,Sold 05/15/2023,RECENTLY_SOLD,,,,,,
1682060400000,CONDO,2221.56,"23423 Via San Gabriel, Aliso Viejo, CA 92656",740600.0,https://photos.zillowstatic.com/fp/fe18abeb1c86ec62541e725e0fbc7d70-p_e.jpg,660000,/homedetails/23423-Via-San-Gabriel-Aliso-Viejo-CA-92656/25542075_zpid/,3,,-117.721146,33.605488,RECENTLY_SOLD,25542075,3800,359,2.0,1240,USA,USD,sqft,True,1970s,Sold 04/21/2023,RECENTLY_SOLD,,,,,,
1681801200000,SINGLE_FAMILY,2447.0,"23390 El Reposa, Aliso Viejo, CA 92656",797700.0,https://photos.zillowstatic.com/fp/6eb6f7aa5b4b27806c772e9217508180-p_e.jpg,710000,/homedetails/23390-El-Reposa-Aliso-Viejo-CA-92656/25542275_zpid/,3,,-117.7216,33.600216,RECENTLY_SOLD,25542275,3814,362,2.0,1240,USA,USD,sqft,True,1970s,Sold 04/18/2023,RECENTLY_SOLD,,,,,,
1678950000000,CONDO,2264.0,"23572 Los Grandes St, Aliso Viejo, CA 92656",726000.0,https://photos.zillowstatic.com/fp/4d7c7d9d86af03e21f4e769cb6fd5262-p_e.jpg,680000,/homedetails/23572-Los-Grandes-St-Aliso-Viejo-CA-92656/25542434_zpid/,3,,-117.718605,33.6011,RECENTLY_SOLD,25542434,3800,395,2.0,1240,USA,USD,sqft,True,1970s,Sold 03/16/2023,RECENTLY_SOLD,,,,,,
1670832000000,SINGLE_FAMILY,2447.0,"23432 Via San Martine, Aliso Viejo, CA 92656",725200.0,https://photos.zillowstatic.com/fp/494df3bf1750cf665eb2df9d517b3c73-p_e.jpg,625000,/homedetails/23432-Via-San-Martine-Aliso-Viejo-CA-92656/25542324_zpid/,3,,-117.72094,33.60126,RECENTLY_SOLD,25542324,3814,489,2.0,1240,USA,USD,sqft,True,1970s,Sold 12/12/2022,RECENTLY_SOLD,,,,,,
1666162800000,SINGLE_FAMILY,2447.0,"23455 El Reposa, Aliso Viejo, CA 92656",759900.0,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=33.60075759887695,-117.7204818725586&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ffJgvBR9yPPmPYMkFUir6NJevI4=",659000,/homedetails/23455-El-Reposa-Aliso-Viejo-CA-92656/25542332_zpid/,3,,-117.72048,33.600758,RECENTLY_SOLD,25542332,3814,543,2.0,1240,USA,USD,sqft,,1970s,Sold 10/19/2022,RECENTLY_SOLD,,,,,,
1663225200000,SINGLE_FAMILY,2447.0,"24776 Via San Marco, Aliso Viejo, CA 92656",,https://photos.zillowstatic.com/fp/2b679c0f857c646553aa516ad74b29e5-p_e.jpg,625000,/homedetails/24776-Via-San-Marco-Aliso-Viejo-CA-92656/25542203_zpid/,3,,-117.72096,33.60232,RECENTLY_SOLD,25542203,3814,577,2.0,1240,USA,USD,sqft,True,1970s,Sold 09/15/2022,RECENTLY_SOLD,,,,,,
1661842800000,SINGLE_FAMILY,2447.0,"24774 Via San Rafael, Aliso Viejo, CA 92656",,https://photos.zillowstatic.com/fp/6cb63bf58ab53303fcea2ab4809a1bba-p_e.jpg,675000,/homedetails/24774-Via-San-Rafael-Aliso-Viejo-CA-92656/25542241_zpid/,3,,-117.722595,33.60235,RECENTLY_SOLD,25542241,3814,593,2.0,1240,USA,USD,sqft,True,1970s,Sold 08/30/2022,RECENTLY_SOLD,,,,,,
1659337200000,SINGLE_FAMILY,2447.0,"23422 Via San Pablo, Aliso Viejo, CA 92656",790100.0,https://photos.zillowstatic.com/fp/86c0a9dad81d30afab87a44edb50b7cb-p_e.jpg,674500,/homedetails/23422-Via-San-Pablo-Aliso-Viejo-CA-92656/25542217_zpid/,3,,-117.72118,33.602703,RECENTLY_SOLD,25542217,3814,622,2.0,1240,USA,USD,sqft,True,1970s,Sold 08/01/2022,RECENTLY_SOLD,,,,,,
1655794800000,CONDO,2220.0,"23416 Via San Martine, Aliso Viejo, CA 92656",722900.0,https://photos.zillowstatic.com/fp/5c17678a6d49f87ee16116fa5be98c10-p_e.jpg,620000,/homedetails/23416-Via-San-Martine-Aliso-Viejo-CA-92656/25542261_zpid/,3,,-117.7213,33.60126,RECENTLY_SOLD,25542261,3800,663,2.0,1240,USA,USD,sqft,True,1970s,Sold 06/21/2022,RECENTLY_SOLD,,,,,,
1652857200000,SINGLE_FAMILY,2351.0,"23467 Via San Gabriel, Aliso Viejo, CA 92656",768600.0,https://photos.zillowstatic.com/fp/9ef0bb4828c0d00a4c712eddbc6a030c-p_e.jpg,620000,/homedetails/23467-Via-San-Gabriel-Aliso-Viejo-CA-92656/25542093_zpid/,3,,-117.720535,33.604958,RECENTLY_SOLD,25542093,3800,697,2.0,1240,USA,USD,sqft,True,1970s,Sold 05/18/2022,RECENTLY_SOLD,,,,,,
1652425200000,SINGLE_FAMILY,2351.0,"23577 Los Adornos, Aliso Viejo, CA 92656",,https://photos.zillowstatic.com/fp/b502542fa6eba96ec1a4da0db090507f-p_e.jpg,660000,/homedetails/23577-Los-Adornos-Aliso-Viejo-CA-92656/25542443_zpid/,3,UNDER_CONTRACT,-117.71885,33.601997,RECENTLY_SOLD,25542443,3800,702,2.0,1240,USA,USD,sqft,True,1970s,Sold 05/13/2022,RECENTLY_SOLD,True,,,,,
1652166000000,SINGLE_FAMILY,2264.0,"23502 Los Grandes St, Aliso Viejo, CA 92656",844300.0,https://photos.zillowstatic.com/fp/e9abe9ac8a94c6d1b8ef2147dee448c8-p_e.jpg,740000,/homedetails/23502-Los-Grandes-St-Aliso-Viejo-CA-92656/25542489_zpid/,3,,-117.719696,33.600784,RECENTLY_SOLD,25542489,3800,705,2.0,1240,USA,USD,sqft,True,1970s,Sold 05/10/2022,RECENTLY_SOLD,,,,,,
1651647600000,SINGLE_FAMILY,2447.0,"23514 El Reposa, Aliso Viejo, CA 92656",841000.0,https://photos.zillowstatic.com/fp/63316bc8fc4bc67547ec837ef1dd590f-p_e.jpg,700000,/homedetails/23514-El-Reposa-Aliso-Viejo-CA-92656/25542373_zpid/,3,,-117.719444,33.59973,RECENTLY_SOLD,25542373,3814,711,2.0,1240,USA,USD,sqft,True,1970s,Sold 05/04/2022,RECENTLY_SOLD,,,,,,
1649833200000,SINGLE_FAMILY,2220.0,"23362 Via San Miguel, Aliso Viejo, CA 92656",747900.0,https://photos.zillowstatic.com/fp/f353b710636bf39d147d060d9752c35b-p_e.jpg,620000,/homedetails/23362-Via-San-Miguel-Aliso-Viejo-CA-92656/25542168_zpid/,3,,-117.72243,33.604275,RECENTLY_SOLD,25542168,3800,732,2.0,1250,USA,USD,sqft,True,1970s,Sold 04/13/2022,RECENTLY_SOLD,,,,,,
1640851200000,SINGLE_FAMILY,2220.0,"23375 Via San Gabriel, Aliso Viejo, CA 92656",810900.0,https://photos.zillowstatic.com/fp/3ba4c12f6790d62aa93b33c7b1dc20ef-p_e.jpg,680000,/homedetails/23375-Via-San-Gabriel-Aliso-Viejo-CA-92656/25542063_zpid/,3,,-117.722,33.60535,RECENTLY_SOLD,25542063,3800,836,2.0,1240,USA,USD,sqft,True,1970s,Sold 12/30/2021,RECENTLY_SOLD,,,,,,
1639468800000,SINGLE_FAMILY,2220.0,"24734 Via San Rafael, Aliso Viejo, CA 92656",774000.0,https://photos.zillowstatic.com/fp/7a56a0bc15df1931adc7be9fc9b5ee87-p_e.jpg,610000,/homedetails/24734-Via-San-Rafael-Aliso-Viejo-CA-92656/25542181_zpid/,3,,-117.722435,33.60314,RECENTLY_SOLD,25542181,3800,852,2.0,1240,USA,USD,sqft,True,1970s,Sold 12/14/2021,RECENTLY_SOLD,,,,,,
1637740800000,SINGLE_FAMILY,2447.0,"24912 El Caprice, Aliso Viejo, CA 92656",768700.0,https://photos.zillowstatic.com/fp/b0210048cff3ab9c1b4c187ca5c5883c-p_e.jpg,601500,/homedetails/24912-El-Caprice-Aliso-Viejo-CA-92656/25542335_zpid/,3,,-117.72039,33.60044,RECENTLY_SOLD,25542335,3814,872,2.0,1240,USA,USD,sqft,True,1970s,Sold 11/24/2021,RECENTLY_SOLD,,,,,,
1635750000000,CONDO,2447.0,"23485 Los Adornos, Aliso Viejo, CA 92656",724500.0,https://photos.zillowstatic.com/fp/dee60f8603528dd6aa35c946b0e84f40-p_e.jpg,600000,/homedetails/23485-Los-Adornos-Aliso-Viejo-CA-92656/25542462_zpid/,3,,-117.720024,33.60312,RECENTLY_SOLD,25542462,3800,895,2.0,1240,USA,USD,sqft,True,1970s,Sold 11/01/2021,RECENTLY_SOLD,,,,,,
1631516400000,CONDO,2447.0,"23596 Los Grandes St, Aliso Viejo, CA 92656",735700.0,https://photos.zillowstatic.com/fp/2b4059510911f31c5fa8e39443141fa6-p_e.jpg,624000,/homedetails/23596-Los-Grandes-St-Aliso-Viejo-CA-92656/25542430_zpid/,3,,-117.718315,33.600838,RECENTLY_SOLD,25542430,3800,944,2.0,1240,USA,USD,sqft,True,1970s,Sold 09/13/2021,RECENTLY_SOLD,,,,,,
1630998000000,CONDO,2264.0,"23402 El Reposa, Aliso Viejo, CA 92656",737600.0,https://photos.zillowstatic.com/fp/b1109bd10e7ae289aeb62f56c3e14adb-p_e.jpg,600000,/homedetails/23402-El-Reposa-Aliso-Viejo-CA-92656/25542276_zpid/,3,,-117.72152,33.600384,RECENTLY_SOLD,25542276,3800,950,2.0,1240,USA,USD,sqft,True,1970s,Sold 09/07/2021,RECENTLY_SOLD,,,,,,
1626678000000,TOWNHOUSE,2264.0,"24766 Via San Rafael, Aliso Viejo, CA 92656",787800.0,https://photos.zillowstatic.com/fp/0653a558872dde0f5aecb8f632b1ae4d-p_e.jpg,600000,/homedetails/24766-Via-San-Rafael-Aliso-Viejo-CA-92656/25542233_zpid/,3,,-117.72226,33.60261,RECENTLY_SOLD,25542233,3800,1000,2.0,1240,USA,USD,sqft,True,1970s,Sold 07/19/2021,RECENTLY_SOLD,,,,,,
1626073200000,CONDO,2264.0,"23541 Los Adornos, Aliso Viejo, CA 92656",735800.0,https://photos.zillowstatic.com/fp/a0ca7ec4d351744f96a3bb6edb7753a4-p_e.jpg,608000,/homedetails/23541-Los-Adornos-Aliso-Viejo-CA-92656/25542397_zpid/,3,,-117.71929,33.60288,RECENTLY_SOLD,25542397,3800,1007,2.0,1240,USA,USD,sqft,True,1970s,Sold 07/12/2021,RECENTLY_SOLD,,,,,,
1712559600000,TOWNHOUSE,2618.0,"70 Tortuga Cay, Aliso Viejo, CA 92656",1036100.0,https://photos.zillowstatic.com/fp/e2c82870b1b3c232938da4161197638b-p_e.jpg,1035000,/homedetails/70-Tortuga-Cay-Aliso-Viejo-CA-92656/25710871_zpid/,3,,-117.71988,33.58513,RECENTLY_SOLD,25710871,4099,6,3.0,1568,USA,USD,sqft,True,1980s,Sold 04/08/2024,RECENTLY_SOLD,,,,,,
1712214000000,CONDO,,"3 Matisse Cir #2, Aliso Viejo, CA 92656",740800.0,https://photos.zillowstatic.com/fp/72ede6b6805a76c0ec3ba8c5ec38130e-p_e.jpg,740000,/homedetails/3-Matisse-Cir-2-Aliso-Viejo-CA-92656/25664999_zpid/,2,,-117.72277,33.55885,RECENTLY_SOLD,25664999,3194,10,2.0,1027,USA,USD,,True,1980s,Sold 04/04/2024,RECENTLY_SOLD,,# 2,,,,
1712214000000,CONDO,,"237 Woodcrest Ln, Aliso Viejo, CA 92656",946000.0,https://photos.zillowstatic.com/fp/15fd71747d02a2c674e1fde1a4753cf5-p_e.jpg,945000,/homedetails/237-Woodcrest-Ln-Aliso-Viejo-CA-92656/25763661_zpid/,3,,-117.73834,33.584408,RECENTLY_SOLD,25763661,2651,10,3.0,1328,USA,USD,,True,1980s,Sold 04/04/2024,RECENTLY_SOLD,,,,,,
1711609200000,TOWNHOUSE,3700.0,"24 Donatello, Aliso Viejo, CA 92656",934500.0,https://photos.zillowstatic.com/fp/f6c51060eb92413f304cdd90374a30af-p_e.jpg,930000,/homedetails/24-Donatello-Aliso-Viejo-CA-92656/25710185_zpid/,3,,-117.71935,33.59771,RECENTLY_SOLD,25710185,4440,17,3.0,1640,USA,USD,sqft,True,1980s,Sold 03/28/2024,RECENTLY_SOLD,,,,,,
1711522800000,TOWNHOUSE,853.0,"67 Bentwood Ln, Aliso Viejo, CA 92656",743900.0,https://photos.zillowstatic.com/fp/8aecc5ef927fc368c7e0cd197acb46f7-p_e.jpg,740000,/homedetails/67-Bentwood-Ln-Aliso-Viejo-CA-92656/25550800_zpid/,3,,-117.70938,33.57261,RECENTLY_SOLD,25550800,3694,18,2.0,1174,USA,USD,sqft,True,1980s,Sold 03/27/2024,RECENTLY_SOLD,,,,,,
1711522800000,CONDO,,"67 Via Abruzzi, Aliso Viejo, CA 92656",754000.0,https://photos.zillowstatic.com/fp/15010f578cf6c1adc438682891b96648-p_e.jpg,750000,/homedetails/67-Via-Abruzzi-Aliso-Viejo-CA-92656/25710396_zpid/,2,,-117.72195,33.596897,RECENTLY_SOLD,25710396,3394,18,2.0,1162,USA,USD,,True,1980s,Sold 03/27/2024,RECENTLY_SOLD,,,,,,
1711436400000,TOWNHOUSE,2605.0,"18 Sandpiper Ln, Aliso Viejo, CA 92656",714900.0,https://photos.zillowstatic.com/fp/d1ea2f99e65e3c9850818834e4fbeec6-p_e.jpg,710000,/homedetails/18-Sandpiper-Ln-Aliso-Viejo-CA-92656/25745677_zpid/,2,,-117.745384,33.59874,RECENTLY_SOLD,25745677,3198,19,3.0,1064,USA,USD,sqft,True,1980s,Sold 03/26/2024,RECENTLY_SOLD,,,,,,
1710745200000,CONDO,,"16 Wildwood, Aliso Viejo, CA 92656",866600.0,https://photos.zillowstatic.com/fp/734e43c27b398a4c6cb1a2dd3bcb351e-p_e.jpg,857000,/homedetails/16-Wildwood-Aliso-Viejo-CA-92656/25763400_zpid/,2,,-117.720314,33.590767,RECENTLY_SOLD,25763400,2536,27,3.0,1302,USA,USD,,True,1980s,Sold 03/18/2024,RECENTLY_SOLD,,,,,,
1708675200000,TOWNHOUSE,,"65 Sandalwood #105, Aliso Viejo, CA 92656",900200.0,https://photos.zillowstatic.com/fp/5aa5e2712d1503e293c132538aeed676-p_e.jpg,880000,/homedetails/65-Sandalwood-105-Aliso-Viejo-CA-92656/25761645_zpid/,3,,-117.718796,33.59059,RECENTLY_SOLD,25761645,3951,51,3.0,1352,USA,USD,,True,1980s,Sold 02/23/2024,RECENTLY_SOLD,,# 105,,,,
1708675200000,TOWNHOUSE,,"86 Willowood #36, Aliso Viejo, CA 92656",920700.0,https://photos.zillowstatic.com/fp/fbbfbfa725274d501337849e9f711aab-p_e.jpg,900000,/homedetails/86-Willowood-36-Aliso-Viejo-CA-92656/25774647_zpid/,2,,-117.707535,33.578705,RECENTLY_SOLD,25774647,2707,51,3.0,1277,USA,USD,,True,1980s,Sold 02/23/2024,RECENTLY_SOLD,,# 36,,,,
1708588800000,CONDO,,"4 Stoneglen #75, Aliso Viejo, CA 92656",680600.0,https://photos.zillowstatic.com/fp/4f2081885f3445dd46ae1c7e5a86d4ce-p_e.jpg,665000,/homedetails/4-Stoneglen-75-Aliso-Viejo-CA-92656/25763330_zpid/,2,,-117.72081,33.59103,RECENTLY_SOLD,25763330,2001,52,2.0,934,USA,USD,,True,1980s,Sold 02/22/2024,RECENTLY_SOLD,,# 75,,,,
1708502400000,SINGLE_FAMILY,3000.0,"30 Songbird Ln, Aliso Viejo, CA 92656",1228900.0,https://photos.zillowstatic.com/fp/a82e96bc8d756502fce7a6a0db5171a1-p_e.jpg,1200000,/homedetails/30-Songbird-Ln-Aliso-Viejo-CA-92656/25543050_zpid/,4,,-117.74767,33.594765,RECENTLY_SOLD,25543050,4513,53,3.0,1546,USA,USD,sqft,True,1980s,Sold 02/21/2024,RECENTLY_SOLD,,,,,,
1707897600000,CONDO,,"11 Elmbrook #55, Aliso Viejo, CA 92656",709700.0,https://photos.zillowstatic.com/fp/d93dc696270db5ed7cbf7c11c4bb47c1-p_e.jpg,690500,/homedetails/11-Elmbrook-55-Aliso-Viejo-CA-92656/25763310_zpid/,2,,-117.72086,33.592037,RECENTLY_SOLD,25763310,2084,60,2.0,1129,USA,USD,,True,1980s,Sold 02/14/2024,RECENTLY_SOLD,,# 55,,,,
1707379200000,TOWNHOUSE,2600.0,"35 Pappagallo Poin, Aliso Viejo, CA 92656",943500.0,https://photos.zillowstatic.com/fp/dff9bd1660e02393a7479bad9ee65b2f-p_e.jpg,915000,/homedetails/35-Pappagallo-Poin-Aliso-Viejo-CA-92656/25710975_zpid/,3,,-117.7211,33.58577,RECENTLY_SOLD,25710975,4099,66,3.0,1568,USA,USD,sqft,True,1980s,Sold 02/08/2024,RECENTLY_SOLD,,,,,,
1707379200000,TOWNHOUSE,2618.0,"35 Pappagallo Poin, Aliso Viejo, CA 92656",943500.0,https://photos.zillowstatic.com/fp/648fc73ae40b849473b4a363251eff98-p_e.jpg,915000,/homedetails/35-Pappagallo-Poin-Aliso-Viejo-CA-92656/2069355074_zpid/,3,,-117.72085,33.586067,RECENTLY_SOLD,2069355074,4099,66,3.0,1568,USA,USD,sqft,True,1980s,Sold 02/08/2024,RECENTLY_SOLD,,,,,,
1706256000000,CONDO,,"15 Briarwood Ln #64, Aliso Viejo, CA 92656",712900.0,https://photos.zillowstatic.com/fp/a99c29950285bbf73887b8a2624892c5-p_e.jpg,685000,/homedetails/15-Briarwood-Ln-64-Aliso-Viejo-CA-92656/25773115_zpid/,3,,-117.711044,33.572746,RECENTLY_SOLD,25773115,2086,79,2.0,1156,USA,USD,,True,1980s,Sold 01/26/2024,RECENTLY_SOLD,,# 64,,,,
1706169600000,TOWNHOUSE,3759.0,"37 Sandalwood #91, Aliso Viejo, CA 92656",846000.0,https://photos.zillowstatic.com/fp/8b1391ce1a4b14645179c587acb1f152-p_e.jpg,863000,/homedetails/37-Sandalwood-91-Aliso-Viejo-CA-92656/25761631_zpid/,3,,-117.719986,33.591064,RECENTLY_SOLD,25761631,3944,80,3.0,1352,USA,USD,sqft,True,1980s,Sold 01/25/2024,RECENTLY_SOLD,,# 91,,,,
1705478400000,SINGLE_FAMILY,4390.0,"13 Heatherwood, Aliso Viejo, CA 92656",1462500.0,https://photos.zillowstatic.com/fp/30ce1b95bea58b3801c1ed561d5225de-p_e.jpg,1400000,/homedetails/13-Heatherwood-Aliso-Viejo-CA-92656/25544649_zpid/,3,,-117.735,33.593662,RECENTLY_SOLD,25544649,4950,88,3.0,2127,USA,USD,sqft,True,1980s,Sold 01/17/2024,RECENTLY_SOLD,,,,,,
1704355200000,CONDO,,"4 Titian, Aliso Viejo, CA 92656",1034600.0,https://photos.zillowstatic.com/fp/1147b7fc36cb8783dae6f26e131b9785-p_e.jpg,985000,/homedetails/4-Titian-Aliso-Viejo-CA-92656/25710138_zpid/,3,,-117.71901,33.599144,RECENTLY_SOLD,25710138,4340,101,3.0,1640,USA,USD,,True,1980s,Sold 01/04/2024,RECENTLY_SOLD,,,,,,
1704355200000,CONDO,,"11 Briarwood Ln #63, Aliso Viejo, CA 92656",740500.0,https://photos.zillowstatic.com/fp/f2ae76de97bb00eb42c3b24fe0af6bbb-p_e.jpg,705000,/homedetails/11-Briarwood-Ln-63-Aliso-Viejo-CA-92656/25773114_zpid/,3,,-117.71092,33.572952,RECENTLY_SOLD,25773114,2144,101,2.0,1156,USA,USD,,True,1980s,Sold 01/04/2024,RECENTLY_SOLD,,# 63,,,,
1702368000000,SINGLE_FAMILY,4000.0,"13 Spicewood, Aliso Viejo, CA 92656",1161400.0,https://photos.zillowstatic.com/fp/3cd8c5f68b4e8f671cf705dd3653f2d9-p_e.jpg,1100000,/homedetails/13-Spicewood-Aliso-Viejo-CA-92656/25542782_zpid/,3,,-117.717636,33.594345,RECENTLY_SOLD,25542782,4500,124,3.0,1781,USA,USD,sqft,True,1980s,Sold 12/12/2023,RECENTLY_SOLD,,,,,,
1701331200000,SINGLE_FAMILY,4250.0,"28 King Eider Ln, Aliso Viejo, CA 92656",1474800.0,https://photos.zillowstatic.com/fp/547d17616a7766ae05e21f4e30707d47-p_e.jpg,1389000,/homedetails/28-King-Eider-Ln-Aliso-Viejo-CA-92656/25543994_zpid/,3,,-117.74204,33.59886,RECENTLY_SOLD,25543994,4800,136,3.0,1939,USA,USD,sqft,True,1980s,Sold 11/30/2023,RECENTLY_SOLD,,,,,,
